[Buff] Applied S1: インパクトエグゾスパイン (クリ率) (crit_rate_buff: 0.6) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_0 (atk_buff_fixed: 12777.0) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_1 (max_ammo_rate: 0.25) to イヴ
[Shoot] 時間:  0.22s | 弾数: 59/75  | Pellets: 1 | Dmg:    13,080 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 11.93s | 弾数:  9/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.02s | 弾数:  8/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.10s | 弾数:  7/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.18s | 弾数:  6/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.27s | 弾数:  5/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.35s | 弾数:  4/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.43s | 弾数:  3/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.52s | 弾数:  2/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.60s | 弾数:  1/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 12.68s | 弾数:  0/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.07s | 弾数: 74/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.15s | 弾数: 73/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.23s | 弾数: 72/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.32s | 弾数: 71/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.40s | 弾数: 70/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.48s | 弾数: 69/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.57s | 弾数: 68/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.65s | 弾数: 67/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.73s | 弾数: 66/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.82s | 弾数: 65/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.90s | 弾数: 64/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 14.98s | 弾数: 63/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 15.07s | 弾数: 62/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.15s | 弾数: 61/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.23s | 弾数: 60/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.32s | 弾数: 59/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.40s | 弾数: 58/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.48s | 弾数: 57/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.57s | 弾数: 56/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.65s | 弾数: 55/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.73s | 弾数: 54/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.82s | 弾数: 53/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.90s | 弾数: 52/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 15.98s | 弾数: 51/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.07s | 弾数: 50/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.15s | 弾数: 49/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.23s | 弾数: 48/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.32s | 弾数: 47/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.40s | 弾数: 46/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.48s | 弾数: 45/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.57s | 弾数: 44/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.65s | 弾数: 43/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.73s | 弾数: 42/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.82s | 弾数: 41/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.90s | 弾数: 40/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 16.98s | 弾数: 39/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Skill Dmg] 時間: 16.98s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg:   404,775 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間: 17.07s | 弾数: 38/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.15s | 弾数: 37/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.23s | 弾数: 36/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.32s | 弾数: 35/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.40s | 弾数: 34/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.48s | 弾数: 33/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.57s | 弾数: 32/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.65s | 弾数: 31/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.73s | 弾数: 30/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.82s | 弾数: 29/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.90s | 弾数: 28/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 17.98s | 弾数: 27/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.07s | 弾数: 26/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.15s | 弾数: 25/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.23s | 弾数: 24/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.32s | 弾数: 23/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.40s | 弾数: 22/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.48s | 弾数: 21/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.57s | 弾数: 20/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.65s | 弾数: 19/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.73s | 弾数: 18/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.82s | 弾数: 17/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.90s | 弾数: 16/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 18.98s | 弾数: 15/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.07s | 弾数: 14/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.15s | 弾数: 13/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.23s | 弾数: 12/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.32s | 弾数: 11/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.40s | 弾数: 10/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.48s | 弾数:  9/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.57s | 弾数:  8/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.65s | 弾数:  7/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.73s | 弾数:  6/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.82s | 弾数:  5/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.90s | 弾数:  4/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 19.98s | 弾数:  3/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 20.07s | 弾数:  2/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 20.15s | 弾数:  1/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 20.23s | 弾数:  0/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 21.62s | 弾数: 74/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 21.70s | 弾数: 73/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 21.78s | 弾数: 72/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 21.87s | 弾数: 71/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 21.95s | 弾数: 70/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.03s | 弾数: 69/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.12s | 弾数: 68/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.20s | 弾数: 67/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.28s | 弾数: 66/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.37s | 弾数: 65/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.45s | 弾数: 64/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.53s | 弾数: 63/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.62s | 弾数: 62/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.70s | 弾数: 61/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.78s | 弾数: 60/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.87s | 弾数: 59/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 22.95s | 弾数: 58/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.03s | 弾数: 57/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.12s | 弾数: 56/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.20s | 弾数: 55/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.28s | 弾数: 54/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.37s | 弾数: 53/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.45s | 弾数: 52/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.53s | 弾数: 51/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.62s | 弾数: 50/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.70s | 弾数: 49/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.78s | 弾数: 48/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Skill Dmg] 時間: 23.78s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg:   607,163 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間: 23.87s | 弾数: 47/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 23.95s | 弾数: 46/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.03s | 弾数: 45/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.12s | 弾数: 44/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.20s | 弾数: 43/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.28s | 弾数: 42/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.37s | 弾数: 41/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.45s | 弾数: 40/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.53s | 弾数: 39/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.62s | 弾数: 38/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.70s | 弾数: 37/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.78s | 弾数: 36/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.87s | 弾数: 35/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 24.95s | 弾数: 34/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.03s | 弾数: 33/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.12s | 弾数: 32/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.20s | 弾数: 31/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.28s | 弾数: 30/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.37s | 弾数: 29/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.45s | 弾数: 28/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.53s | 弾数: 27/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.62s | 弾数: 26/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.70s | 弾数: 25/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.78s | 弾数: 24/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 25.87s | 弾数: 23/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
