[Barrier] キロ applied Shield (nano_coating) (Val:0.2112, Dur:99999s)
[Shoot] 時間: 13.63s | 弾数: 63/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.67s | 弾数: 62/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 13.70s | 弾数: 61/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.73s | 弾数: 60/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.77s | 弾数: 59/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.80s | 弾数: 58/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.83s | 弾数: 57/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.87s | 弾数: 56/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 13.90s | 弾数: 55/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 13.93s | 弾数: 54/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 13.97s | 弾数: 53/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.00s | 弾数: 52/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.03s | 弾数: 51/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.07s | 弾数: 50/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.10s | 弾数: 49/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.13s | 弾数: 48/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.17s | 弾数: 47/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.20s | 弾数: 46/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.23s | 弾数: 45/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.27s | 弾数: 44/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.30s | 弾数: 43/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 14.33s | 弾数: 42/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.37s | 弾数: 41/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.40s | 弾数: 40/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.43s | 弾数: 39/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.47s | 弾数: 38/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.50s | 弾数: 37/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.53s | 弾数: 36/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.57s | 弾数: 35/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.60s | 弾数: 34/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.63s | 弾数: 33/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.67s | 弾数: 32/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.70s | 弾数: 31/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 14.73s | 弾数: 30/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.77s | 弾数: 29/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.80s | 弾数: 28/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.83s | 弾数: 27/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.87s | 弾数: 26/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.90s | 弾数: 25/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 14.93s | 弾数: 24/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 14.97s | 弾数: 23/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.00s | 弾数: 22/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.03s | 弾数: 21/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.07s | 弾数: 20/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.10s | 弾数: 19/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.13s | 弾数: 18/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.17s | 弾数: 17/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.20s | 弾数: 16/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.23s | 弾数: 15/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.27s | 弾数: 14/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.30s | 弾数: 13/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.33s | 弾数: 12/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.37s | 弾数: 11/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.40s | 弾数: 10/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.43s | 弾数:  9/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.47s | 弾数:  8/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.50s | 弾数:  7/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.53s | 弾数:  6/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.57s | 弾数:  5/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.60s | 弾数:  4/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.63s | 弾数:  3/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.67s | 弾数:  2/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 15.70s | 弾数:  1/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 15.73s | 弾数:  0/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Action] Reloading... (150 frames)
[Action] Reload Complete. Ammo: 300
[Shoot] 時間: 18.62s | 弾数:299/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.02s | 弾数:298/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.23s | 弾数:297/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.45s | 弾数:296/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.62s | 弾数:295/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.78s | 弾数:294/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 19.95s | 弾数:293/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 20.08s | 弾数:292/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 20.22s | 弾数:291/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 20.35s | 弾数:290/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 20.48s | 弾数:289/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 20.60s | 弾数:288/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 20.72s | 弾数:287/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 20.83s | 弾数:286/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 20.95s | 弾数:285/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.07s | 弾数:284/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.17s | 弾数:283/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.27s | 弾数:282/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.37s | 弾数:281/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.47s | 弾数:280/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.57s | 弾数:279/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 21.67s | 弾数:278/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.75s | 弾数:277/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.83s | 弾数:276/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 21.92s | 弾数:275/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 22.00s | 弾数:274/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.08s | 弾数:273/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 22.17s | 弾数:272/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.25s | 弾数:271/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.33s | 弾数:270/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 22.42s | 弾数:269/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.50s | 弾数:268/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.58s | 弾数:267/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.67s | 弾数:266/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.75s | 弾数:265/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.83s | 弾数:264/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 22.92s | 弾数:263/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 22.98s | 弾数:262/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.05s | 弾数:261/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.12s | 弾数:260/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.18s | 弾数:259/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 23.25s | 弾数:258/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.32s | 弾数:257/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.38s | 弾数:256/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.45s | 弾数:255/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 23.52s | 弾数:254/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.58s | 弾数:253/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.65s | 弾数:252/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.72s | 弾数:251/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 23.78s | 弾数:250/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 23.85s | 弾数:249/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.92s | 弾数:248/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 23.98s | 弾数:247/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.05s | 弾数:246/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.12s | 弾数:245/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.18s | 弾数:244/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.25s | 弾数:243/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.32s | 弾数:242/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.38s | 弾数:241/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.45s | 弾数:240/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.52s | 弾数:239/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.58s | 弾数:238/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.65s | 弾数:237/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 24.72s | 弾数:236/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.78s | 弾数:235/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 24.85s | 弾数:234/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 24.92s | 弾数:233/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 24.97s | 弾数:232/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.02s | 弾数:231/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.07s | 弾数:230/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.12s | 弾数:229/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.17s | 弾数:228/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.22s | 弾数:227/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.27s | 弾数:226/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.32s | 弾数:225/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.37s | 弾数:224/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.42s | 弾数:223/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.47s | 弾数:222/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.52s | 弾数:221/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.57s | 弾数:220/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.62s | 弾数:219/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.67s | 弾数:218/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.72s | 弾数:217/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 25.77s | 弾数:216/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.82s | 弾数:215/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.87s | 弾数:214/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.92s | 弾数:213/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 25.97s | 弾数:212/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 26.02s | 弾数:211/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.07s | 弾数:210/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.12s | 弾数:209/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.17s | 弾数:208/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.22s | 弾数:207/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.27s | 弾数:206/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 26.32s | 弾数:205/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.37s | 弾数:204/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.42s | 弾数:203/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.47s | 弾数:202/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.52s | 弾数:201/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.57s | 弾数:200/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Buff] Applied Skill 2: 自己修復 (バリア回復) (dummy_effect: 0.0285) to キロ
[Shoot] 時間: 26.62s | 弾数:199/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.67s | 弾数:198/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.72s | 弾数:197/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.77s | 弾数:196/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.82s | 弾数:195/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.87s | 弾数:194/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.92s | 弾数:193/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 26.97s | 弾数:192/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.02s | 弾数:191/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.07s | 弾数:190/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.12s | 弾数:189/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 27.17s | 弾数:188/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.22s | 弾数:187/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.27s | 弾数:186/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 27.32s | 弾数:185/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.37s | 弾数:184/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.42s | 弾数:183/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.47s | 弾数:182/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.52s | 弾数:181/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.57s | 弾数:180/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.62s | 弾数:179/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.67s | 弾数:178/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.72s | 弾数:177/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.77s | 弾数:176/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 27.82s | 弾数:175/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.87s | 弾数:174/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 27.92s | 弾数:173/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 27.97s | 弾数:172/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.02s | 弾数:171/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.07s | 弾数:170/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 28.12s | 弾数:169/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 28.17s | 弾数:168/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.22s | 弾数:167/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.27s | 弾数:166/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.32s | 弾数:165/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.37s | 弾数:164/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.42s | 弾数:163/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.47s | 弾数:162/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.52s | 弾数:161/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 28.57s | 弾数:160/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.62s | 弾数:159/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.67s | 弾数:158/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.72s | 弾数:157/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.77s | 弾数:156/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.82s | 弾数:155/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.87s | 弾数:154/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.92s | 弾数:153/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 28.97s | 弾数:152/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 29.02s | 弾数:151/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.07s | 弾数:150/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.12s | 弾数:149/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 29.17s | 弾数:148/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.22s | 弾数:147/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.27s | 弾数:146/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.30s | 弾数:145/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.33s | 弾数:144/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.37s | 弾数:143/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.40s | 弾数:142/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.43s | 弾数:141/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.47s | 弾数:140/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 29.50s | 弾数:139/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.53s | 弾数:138/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.57s | 弾数:137/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.60s | 弾数:136/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.63s | 弾数:135/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.67s | 弾数:134/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.70s | 弾数:133/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.73s | 弾数:132/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 29.77s | 弾数:131/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.80s | 弾数:130/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.83s | 弾数:129/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.87s | 弾数:128/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.90s | 弾数:127/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 29.93s | 弾数:126/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
