[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Shoot] 時間:  3.60s | 弾数:204/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.60s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.62s | 弾数:203/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.62s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.63s | 弾数:202/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.63s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.65s | 弾数:201/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.65s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.67s | 弾数:200/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.67s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.68s | 弾数:199/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.68s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.70s | 弾数:198/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.70s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.72s | 弾数:197/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.72s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.73s | 弾数:196/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.73s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.75s | 弾数:195/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.77s | 弾数:194/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.78s | 弾数:193/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.80s | 弾数:192/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.82s | 弾数:191/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.83s | 弾数:190/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.85s | 弾数:189/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.87s | 弾数:188/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.88s | 弾数:187/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.90s | 弾数:186/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.92s | 弾数:185/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.93s | 弾数:184/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.95s | 弾数:183/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.97s | 弾数:182/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  3.98s | 弾数:181/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  3.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.00s | 弾数:180/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.02s | 弾数:179/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.03s | 弾数:178/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.05s | 弾数:177/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.05s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.07s | 弾数:176/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.07s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.08s | 弾数:175/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.08s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.10s | 弾数:174/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.10s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.12s | 弾数:173/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.12s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.13s | 弾数:172/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.13s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.15s | 弾数:171/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.15s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.17s | 弾数:170/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.17s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.18s | 弾数:169/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.18s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.20s | 弾数:168/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.20s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.22s | 弾数:167/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.22s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.23s | 弾数:166/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.23s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.25s | 弾数:165/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.25s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.27s | 弾数:164/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.27s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.28s | 弾数:163/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.28s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.30s | 弾数:162/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.30s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.32s | 弾数:161/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.32s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.33s | 弾数:160/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.33s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.35s | 弾数:159/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.35s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.37s | 弾数:158/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.37s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.38s | 弾数:157/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.38s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.40s | 弾数:156/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.40s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.42s | 弾数:155/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.42s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.43s | 弾数:154/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.43s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.45s | 弾数:153/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.45s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.47s | 弾数:152/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.47s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.48s | 弾数:151/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.48s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.50s | 弾数:150/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.50s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.52s | 弾数:149/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.52s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.53s | 弾数:148/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.53s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.55s | 弾数:147/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.55s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.57s | 弾数:146/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.57s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.58s | 弾数:145/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.58s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.60s | 弾数:144/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.60s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.62s | 弾数:143/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.62s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.63s | 弾数:142/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.63s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.65s | 弾数:141/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.65s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.67s | 弾数:140/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.67s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.68s | 弾数:139/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.68s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.70s | 弾数:138/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.70s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.72s | 弾数:137/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.72s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.73s | 弾数:136/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.73s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.75s | 弾数:135/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.77s | 弾数:134/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.78s | 弾数:133/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.80s | 弾数:132/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.82s | 弾数:131/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.83s | 弾数:130/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.85s | 弾数:129/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.87s | 弾数:128/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.88s | 弾数:127/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.90s | 弾数:126/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.92s | 弾数:125/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.93s | 弾数:124/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.95s | 弾数:123/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.97s | 弾数:122/300 | Pellets: 1 | Dmg:     4,926 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  4.98s | 弾数:121/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  4.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  5.00s | 弾数:120/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  5.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  5.02s | 弾数:119/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  5.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Shoot] 時間:  5.03s | 弾数:118/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:  5.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:       779 | Hits:1 | Buffs:charge_dmg_buff:0.42
[Burst] Activate!
[Buff] Applied Skill 2: 大跳躍 (命中率UP) (hit_rate_buff: 0.0856) to Dummy_B1
[Buff] Applied Skill 2: 大跳躍 (命中率UP) (hit_rate_buff: 0.0856) to ウンファ：タクティカル・アップ
[Buff] Applied Skill 2: 大跳躍 (命中率UP) (hit_rate_buff: 0.0856) to モダニア
[Buff] Applied Skill 2: 大跳躍 (命中率UP) (hit_rate_buff: 0.0856) to Dummy_B3
[Burst] Scheduled Full Burst reduction: -5.0s (Total: -5.0s)
[Weapon Change] モダニア changed weapon to Modernia Burst
[Shoot] 時間:  5.07s | 弾数:998/999 | Pellets: 1 | Dmg:     1,431 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Skill Dmg] 時間:  5.07s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Shoot] 時間:  5.08s | 弾数:997/999 | Pellets: 1 | Dmg:     1,431 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Skill Dmg] 時間:  5.08s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Shoot] 時間:  5.10s | 弾数:996/999 | Pellets: 1 | Dmg:     1,431 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Skill Dmg] 時間:  5.10s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Shoot] 時間:  5.12s | 弾数:995/999 | Pellets: 1 | Dmg:     1,717 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09
[Skill Dmg] 時間:  5.12s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,169 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09
